Ref Id,Course Name,Level,Duration (Weeks),Start,Fees,Age,Occupation,Education Background,Country,Rating,Complete or Not,Reason for Doing Course,Total Time Spent (Hours),Skills Gained,Did this course meet your expectations?,Did this course help you improve your skills?,Did you gain practical knowledge from this course?,Did the course content effectively cover the topics it promised?,Did this course help you improve your skills?,Were the materials and resources provided sufficient?,Would you recommend this course to others?,Did the course length feel appropriate for the content covered?,Did you experience any technical issues during the course?,Do you believe the course provided good value for the cost?,Would you recommend this course to others?
202308F,Machine Learning,Basic,4,15-08-2023,4499,19,Student,Bachelor's,India,1,No,Job,29,"Azure, Pytorch, Chat Gpt",,,,,,,,,,,
202304M,Data Science,Intermediate,6,01-04-2023,6499,22,Student,Master's,India,1,No,Promotion,47,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,,,,
202310M,Digital Marketing,Basic,4,15-10-2023,4499,21,Student,High School,India,3,No,Job,39,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",,,,,,,,,,,
202401F,Machine Learning,Intermediate,6,01-01-2024,6499,25,Student,Bachelor's,India,1,No,Job,41,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,,,,,,,
202305F,Digital Marketing,Basic,4,01-05-2023,4499,18,Student,High School,Canada,3,No,Job,32,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",,,,,,,,,,,
202404F,Data Analyst,Intermediate,6,15-04-2024,6499,23,Student,High School,India,2,Yes,Change in field,38,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes
202407M,Digital Marketing,Advanced,6,01-07-2024,8499,36,Job,High School,India,3,Yes,Promotion,44,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
202307F,Data Science,Advanced,6,01-07-2023,8499,33,Job,Bachelor's,UK,5,Yes,Job,48,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202309F,Data Science,Intermediate,6,01-09-2023,6499,23,Student,Master's,India,5,Yes,Job,37,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
202209M,Data Analyst,Advanced,6,15-09-2022,8499,35,Fresher,Bachelor's,India,4,No,Devlopment,31,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",,,,,,,,,,,
202401F,Machine Learning,Advanced,6,15-01-2024,8499,31,Job,Bachelor's,India,2,Yes,Job,48,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,No,No,Yes,No,No,No,No,No,Yes
202312M,Data Analyst,Intermediate,6,01-12-2023,6499,28,Business,Master's,India,1,No,Devlopment,53,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",,,,,,,,,,,
202402F,Machine Learning,Intermediate,6,01-02-2024,6499,31,Business,Bachelor's,India,5,No,Devlopment,39,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",,,,,,,,,,,
202207M,Web Development,Basic,4,15-07-2022,4499,22,Student,Master's,UK,2,No,Job,25,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",,,,,,,,,,,
202403F,Machine Learning,Basic,4,15-03-2024,4499,18,Student,High School,India,2,No,Job,33,"Azure, Pytorch, Chat Gpt",,,,,,,,,,,
202402F,Machine Learning,Advanced,6,15-02-2024,8499,25,Fresher,Bachelor's,India,3,No,Job,55,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",,,,,,,,,,,
202401M,Digital Marketing,Basic,4,01-01-2024,4499,30,Business,Bachelor's,India,5,Yes,Promotion,18,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No
202209M,Web Development,Advanced,6,15-09-2022,8499,33,Job,Bachelor's,India,5,Yes,Promotion,52,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202402M,Machine Learning,Basic,4,01-02-2024,4499,36,Business,Master's,India,2,Yes,Devlopment,30,"Azure, Pytorch, Chat Gpt",Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
202202F,Data Science,Basic,4,15-02-2022,4499,20,Student,High School,India,2,Yes,Job,28,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No
202310F,Digital Marketing,Intermediate,6,15-10-2023,6499,30,Business,Bachelor's,India,2,Yes,Devlopment,49,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No
202310M,Web Development,Intermediate,6,15-10-2023,6499,26,Freelancer,Master's,India,4,Yes,Job,36,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
202209F,UX/UI Designer,Advanced,6,15-09-2022,8499,31,Business,High School,India,4,Yes,Change in field,40,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202304M,Data Analyst,Basic,4,15-04-2023,4499,27,Business,Bachelor's,India,2,Yes,Promotion,28,"Tableau, Advanced Mathematics, Excel",Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
202201M,Data Analyst,Intermediate,6,15-01-2022,6499,23,Student,Bachelor's,India,5,Yes,Promotion,52,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202304F,Data Science,Advanced,6,15-04-2023,8499,26,Business,High School,India,2,Yes,Promotion,38,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No
202308M,Data Science,Basic,4,01-08-2023,4499,24,Student,Master's,India,5,Yes,Change in field,34,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes
202204M,Web Development,Intermediate,6,01-04-2022,6499,30,Business,Master's,India,2,Yes,Change in field,35,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
202406M,Data Science,Basic,4,15-06-2024,4499,24,Student,Bachelor's,India,2,Yes,Promotion,51,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,No,Yes,No,Yes,No,Yes,No,No,No,No
202409M,Machine Learning,Intermediate,6,15-09-2024,6499,36,Job,High School,India,5,Yes,Change in field,34,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
202403M,Web Development,Advanced,6,15-03-2024,8499,27,Job,High School,India,4,Yes,Promotion,46,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202202M,Data Science,Basic,4,01-02-2022,4499,24,Student,Master's,India,5,Yes,Job,51,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
202312M,Data Science,Basic,4,01-12-2023,4499,20,Student,Master's,India,5,Yes,Job,49,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
202208M,Data Science,Basic,4,01-08-2022,4499,23,Student,Master's,USA,5,Yes,Job,47,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202208F,Data Analyst,Basic,4,15-08-2022,4499,25,Student,Bachelor's,India,5,Yes,Job,29,"Tableau, Advanced Mathematics, Excel",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202211M,Web Development,Basic,4,01-11-2022,4499,22,Freelancer,Bachelor's,India,2,Yes,Change in field,18,"Tableau, Advanced Mathematics, Excel",No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
202202F,Digital Marketing,Basic,4,15-02-2022,4499,30,Job,High School,UK,3,Yes,Promotion,34,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
202407F,Machine Learning,Basic,4,01-07-2024,4499,37,Business,Bachelor's,USA,4,Yes,Job,30,"Azure, Pytorch, Chat Gpt",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
202403M,Data Analyst,Intermediate,6,01-03-2024,6499,25,Fresher,Bachelor's,India,5,Yes,Devlopment,36,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202303F,Machine Learning,Basic,4,01-03-2023,4499,36,Job,Bachelor's,India,4,Yes,Promotion,21,"Azure, Pytorch, Chat Gpt",Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
202408F,Data Science,Basic,4,15-08-2024,4499,20,Student,High School,Canada,3,Yes,Job,26,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
202203F,Machine Learning,Intermediate,6,01-03-2022,6499,28,Job,Bachelor's,India,4,Yes,Promotion,33,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
202406M,Data Science,Intermediate,6,15-06-2024,6499,25,Student,Bachelor's,India,5,Yes,Job,44,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
202211F,Data Analyst,Intermediate,6,15-11-2022,6499,34,Business,Bachelor's,Germany,5,Yes,Change in field,46,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
202409F,Data Science,Basic,4,01-09-2024,4499,23,Student,Bachelor's,India,5,Yes,Job,17,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
202312M,Data Science,Intermediate,6,01-12-2023,6499,21,Student,High School,India,3,Yes,Promotion,52,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
202303M,Data Science,Basic,4,15-03-2023,4499,25,Student,Master's,India,5,Yes,Job,24,"Azure, Pytorch, Chat Gpt",No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
202209M,Web Development,Advanced,6,15-09-2022,8499,36,Business,High School,India,3,Yes,Devlopment,46,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes
202304F,UX/UI Designer,Intermediate,6,01-04-2023,6499,29,Business,High School,India,3,Yes,Devlopment,36,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
202310F,Data Science,Basic,4,15-10-2023,4499,21,Student,Master's,India,3,Yes,Job,31,"Azure, Pytorch, Chat Gpt",Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes
202405F,Data Science,Advanced,6,01-05-2024,8499,27,Fresher,Master's,India,5,Yes,Devlopment,49,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202203M,Data Science,Intermediate,6,15-03-2022,6499,26,Business,Master's,India,5,Yes,Devlopment,39,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202312M,Data Analyst,Basic,4,15-12-2023,4499,26,Business,Bachelor's,India,5,Yes,Devlopment,30,"Tableau, Advanced Mathematics, Excel",Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
202302M,Data Science,Basic,4,15-02-2023,4499,24,Student,Master's,India,5,Yes,Job,28,"Tableau, Advanced Mathematics, Excel",Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
202208F,Web Development,Advanced,6,01-08-2022,8499,37,Business,High School,India,4,Yes,Job,44,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202305F,Web Development,Intermediate,6,01-05-2023,6499,32,Freelancer,High School,India,5,Yes,Devlopment,48,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes
202403M,Data Science,Basic,4,15-03-2024,4499,24,Student,Master's,India,5,Yes,Change in field,53,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202302F,Web Development,Advanced,6,01-02-2023,8499,19,Freelancer,High School,India,4,Yes,Devlopment,54,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
202210F,Web Development,Basic,4,15-10-2022,4499,36,Business,Bachelor's,India,4,Yes,Devlopment,18,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202202M,UX/UI Designer,Intermediate,6,01-02-2022,6499,24,Freelancer,High School,India,3,Yes,Devlopment,32,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
202401M,Data Science,Intermediate,6,15-01-2024,6499,24,Student,Bachelor's,India,3,Yes,Job,43,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
202304F,Data Analyst,Advanced,6,01-04-2023,8499,37,Job,Master's,Canada,2,Yes,Change in field,41,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
202311F,Data Analyst,Basic,4,15-11-2023,4499,31,Job,Bachelor's,UK,3,Yes,Promotion,27,"Tableau, Advanced Mathematics, Excel",Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No
202203M,Digital Marketing,Intermediate,6,01-03-2022,6499,33,Fresher,High School,India,5,Yes,Devlopment,40,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No
202301F,Web Development,Intermediate,6,15-01-2023,6499,25,Freelancer,High School,India,2,Yes,Devlopment,44,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
202202F,Data Science,Basic,4,15-02-2022,4499,20,Student,High School,India,5,Yes,Job,48,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes
202402F,Data Analyst,Intermediate,6,15-02-2024,6499,27,Job,High School,India,3,Yes,Job,32,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
202204F,Digital Marketing,Advanced,6,15-04-2022,8499,36,Job,Master's,Canada,4,Yes,Promotion,54,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202311M,Data Science,Intermediate,6,01-11-2023,6499,24,Student,Master's,India,3,Yes,Promotion,50,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
202312F,UX/UI Designer,Advanced,6,01-12-2023,8499,31,Business,High School,India,5,Yes,Devlopment,49,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202405F,Data Science,Intermediate,6,01-05-2024,6499,21,Student,High School,India,5,Yes,Job,53,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202408M,Digital Marketing,Advanced,6,01-08-2024,8499,34,Business,Bachelor's,India,5,Yes,Devlopment,39,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes
202310F,Data Analyst,Basic,4,01-10-2023,4499,24,Student,High School,India,4,Yes,Job,27,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
202212M,Digital Marketing,Advanced,6,15-12-2022,8499,18,Freelancer,High School,India,5,Yes,Devlopment,30,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
202201F,Data Science,Basic,4,15-01-2022,4499,21,Student,High School,India,5,Yes,Job,32,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
202402F,Data Science,Basic,4,01-02-2024,4499,19,Freelancer,High School,India,2,Yes,Change in field,20,"Tableau, Advanced Mathematics, Excel",No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
202211M,Web Development,Basic,4,01-11-2022,4499,37,Business,High School,Germany,2,Yes,Devlopment,21,"Adobe XD, Sketch, Figma,Axure",Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
202309M,Data Analyst,Advanced,6,01-09-2023,8499,34,Job,Master's,India,5,Yes,Job,47,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
202310F,Digital Marketing,Intermediate,6,15-10-2023,6499,30,Job,Master's,India,4,Yes,Change in field,48,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
202204F,Data Science,Intermediate,6,15-04-2022,6499,19,Student,Bachelor's,India,3,Yes,Job,45,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
202401F,Data Analyst,Basic,4,01-01-2024,4499,30,Business,High School,India,2,Yes,Change in field,23,"Tableau, Advanced Mathematics, Excel",Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No
202211F,Web Development,Intermediate,6,01-11-2022,6499,20,Fresher,Bachelor's,India,2,Yes,Devlopment,44,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes
202211F,Data Science,Intermediate,6,15-11-2022,6499,20,Student,Master's,India,5,Yes,Job,44,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes
202302F,Data Science,Advanced,6,01-02-2023,8499,28,Business,High School,India,4,Yes,Job,48,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
202405M,Data Analyst,Basic,4,15-05-2024,4499,26,Business,High School,India,5,Yes,Devlopment,29,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
202407M,Web Development,Advanced,6,01-07-2024,8499,33,Business,High School,India,5,Yes,Job,31,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
202408M,Data Science,Basic,4,01-08-2024,4499,19,Fresher,Master's,India,3,Yes,Devlopment,24,"Tableau, Advanced Mathematics, Excel",No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
202312M,Data Science,Intermediate,6,15-12-2023,6499,22,Student,Bachelor's,India,4,Yes,Job,47,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
202202M,Data Analyst,Intermediate,6,01-02-2022,6499,29,Job,High School,India,3,Yes,Job,46,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
202202F,Data Science,Advanced,6,15-02-2022,8499,34,Business,Master's,UK,2,Yes,Change in field,54,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202307M,Digital Marketing,Intermediate,6,01-07-2023,6499,36,Business,Bachelor's,India,4,Yes,Promotion,52,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202212F,Digital Marketing,Intermediate,6,01-12-2022,6499,22,Freelancer,High School,India,4,Yes,Devlopment,38,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
202206M,Data Science,Basic,4,15-06-2022,4499,20,Student,Bachelor's,Germany,3,Yes,Job,30,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202403M,Digital Marketing,Advanced,6,15-03-2024,8499,33,Business,High School,India,5,Yes,Devlopment,41,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes
202305F,UX/UI Designer,Intermediate,6,15-05-2023,6499,29,Fresher,High School,Canada,5,Yes,Devlopment,51,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes
202209F,Digital Marketing,Advanced,6,01-09-2022,8499,28,Job,High School,India,5,Yes,Change in field,44,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
202312M,Data Science,Basic,4,15-12-2023,4499,20,Student,Master's,India,3,Yes,Job,45,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
202302M,Machine Learning,Intermediate,6,01-02-2023,6499,20,Freelancer,Bachelor's,India,4,Yes,Devlopment,51,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202302F,Data Science,Intermediate,6,01-02-2023,6499,21,Student,Bachelor's,India,4,Yes,Job,47,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202201F,Data Analyst,Intermediate,6,01-01-2022,6499,34,Business,Master's,India,5,Yes,Devlopment,31,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
